hotel_nombre,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
Simplivity Golden Plaza Hotel,2019-12-02,47,192,35,143.93
Cray Villas,2019-12-02,57,136,7,181.13
Apollo Diamond Suites,2019-12-02,35,153,26,88.62
Apollo Towers,2019-12-02,37,166,25,152.3
Alletra Diamond Grand Hotel,2019-12-03,41,187,9,146.2
ProLiant Towers,2019-12-03,55,234,36,159.24
Aruba Luxury Lodge,2019-12-03,59,143,24,203.91
InfoSight Boutique Hotel,2019-12-03,34,103,7,107.55
Primera Grand,2019-12-03,58,127,20,185.31
dHCI Executive Boutique Hotel,2019-12-03,47,177,14,113.72
ProLiant Haven,2019-12-03,57,188,29,192.89
Apollo Executive Beach Resort,2019-12-03,52,140,18,174.73
Aruba Lodge,2019-12-03,37,135,8,127.8
Alletra Haven,2019-12-03,55,263,35,204.86
dHCI Platinum Beach Resort,2019-12-03,50,128,19,116.64
GreenLake Platinum Heritage Inn,2019-12-03,56,189,27,163.79
Pointnext Signature Residences & Suites,2019-12-03,45,209,33,98.58
ProLiant Place,2019-12-03,35,138,11,148.27
Synergy Golden Grand Hotel,2019-12-03,44,190,16,139.85
Alletra Resort,2019-12-03,49,151,12,179.42
GreenLake Digital Business Suites,2019-12-03,53,173,23,122.83
Apollo Resort & Spa,2019-12-03,32,126,12,102.0
Nimble Inn,2019-12-03,44,183,18,165.73
Ezmeral Grand Hotel,2019-12-03,57,284,14,161.66
Alletra Boutique Hotel,2019-12-03,30,125,16,126.46
Simplivity Golden Plaza Hotel,2019-12-03,39,144,21,136.53
Cray Villas,2019-12-03,55,260,20,143.12
Apollo Diamond Suites,2019-12-03,42,147,22,126.83
Apollo Towers,2019-12-03,54,119,15,105.24
Alletra Diamond Grand Hotel,2019-12-04,40,189,19,138.87
ProLiant Towers,2019-12-04,56,155,14,146.21
Aruba Luxury Lodge,2019-12-04,53,133,24,164.77
InfoSight Boutique Hotel,2019-12-04,40,92,15,155.96
Primera Grand,2019-12-04,52,109,10,109.0
dHCI Executive Boutique Hotel,2019-12-04,39,89,9,140.44
ProLiant Haven,2019-12-04,41,95,15,166.75
Apollo Executive Beach Resort,2019-12-04,33,68,7,103.37
Aruba Lodge,2019-12-04,33,132,25,136.24
Alletra Haven,2019-12-04,43,115,18,156.14
dHCI Platinum Beach Resort,2019-12-04,30,144,14,81.83
GreenLake Platinum Heritage Inn,2019-12-04,32,111,13,140.98
Pointnext Signature Residences & Suites,2019-12-04,34,82,7,112.55
ProLiant Place,2019-12-04,52,179,22,186.22
Synergy Golden Grand Hotel,2019-12-04,57,278,15,187.87
Alletra Resort,2019-12-04,58,282,42,133.11
GreenLake Digital Business Suites,2019-12-04,56,203,14,114.98
Apollo Resort & Spa,2019-12-04,32,149,26,134.22
Nimble Inn,2019-12-04,50,208,33,135.33
Ezmeral Grand Hotel,2019-12-04,57,166,19,184.75
Alletra Boutique Hotel,2019-12-04,53,156,11,190.04
Simplivity Golden Plaza Hotel,2019-12-04,32,150,17,102.3
Cray Villas,2019-12-04,48,156,25,145.81
Apollo Diamond Suites,2019-12-04,56,148,9,173.91
Apollo Towers,2019-12-04,60,157,31,122.62
Alletra Diamond Grand Hotel,2019-12-05,30,149,18,89.72
ProLiant Towers,2019-12-05,37,79,9,143.75
Aruba Luxury Lodge,2019-12-05,55,270,49,179.07
InfoSight Boutique Hotel,2019-12-05,30,62,10,111.95
Primera Grand,2019-12-05,46,202,17,134.41
dHCI Executive Boutique Hotel,2019-12-05,47,228,35,160.69
ProLiant Haven,2019-12-05,59,125,7,127.06
Apollo Executive Beach Resort,2019-12-05,32,131,7,87.58
Aruba Lodge,2019-12-05,31,74,6,107.2
Alletra Haven,2019-12-05,43,167,20,131.32
dHCI Platinum Beach Resort,2019-12-05,55,214,16,112.07
GreenLake Platinum Heritage Inn,2019-12-05,48,183,22,185.82
Pointnext Signature Residences & Suites,2019-12-05,30,78,5,81.24
ProLiant Place,2019-12-05,36,141,21,104.42
Synergy Golden Grand Hotel,2019-12-05,53,138,13,114.07
Alletra Resort,2019-12-05,43,132,23,162.21
GreenLake Digital Business Suites,2019-12-05,39,176,8,89.93
Apollo Resort & Spa,2019-12-05,39,90,6,115.23
Nimble Inn,2019-12-05,40,195,23,114.28
Ezmeral Grand Hotel,2019-12-05,31,129,21,142.91
Alletra Boutique Hotel,2019-12-05,51,206,31,161.87
Simplivity Golden Plaza Hotel,2019-12-05,41,134,23,147.78
Cray Villas,2019-12-05,34,135,16,138.05
Apollo Diamond Suites,2019-12-05,32,132,22,120.39
Apollo Towers,2019-12-05,54,198,27,157.66
Alletra Diamond Grand Hotel,2019-12-06,47,221,38,143.16
ProLiant Towers,2019-12-06,45,189,35,172.83
Aruba Luxury Lodge,2019-12-06,36,126,15,91.5
InfoSight Boutique Hotel,2019-12-06,55,145,18,163.63
Primera Grand,2019-12-06,48,128,15,159.04
dHCI Executive Boutique Hotel,2019-12-06,35,74,9,100.74
ProLiant Haven,2019-12-06,38,117,16,112.25
Apollo Executive Beach Resort,2019-12-06,53,185,35,188.7
Aruba Lodge,2019-12-06,32,125,21,135.01
Alletra Haven,2019-12-06,37,105,13,153.51
dHCI Platinum Beach Resort,2019-12-06,30,104,20,119.44
GreenLake Platinum Heritage Inn,2019-12-06,54,158,23,130.78
Pointnext Signature Residences & Suites,2019-12-06,50,219,22,148.45
ProLiant Place,2019-12-06,40,141,20,162.57
Synergy Golden Grand Hotel,2019-12-06,33,141,18,104.47
Alletra Resort,2019-12-06,51,161,11,137.89
GreenLake Digital Business Suites,2019-12-06,38,170,23,146.31
Apollo Resort & Spa,2019-12-06,48,122,7,152.1
Nimble Inn,2019-12-06,38,79,8,127.26
Ezmeral Grand Hotel,2019-12-06,57,185,21,122.99
Alletra Boutique Hotel,2019-12-06,31,130,25,85.63
Simplivity Golden Plaza Hotel,2019-12-06,41,106,14,113.89
Cray Villas,2019-12-06,31,125,12,123.31
Apollo Diamond Suites,2019-12-06,41,170,27,146.25
Apollo Towers,2019-12-06,38,108,17,90.74
Alletra Diamond Grand Hotel,2019-12-07,67,276,41,178.11
ProLiant Towers,2019-12-07,65,300,39,219.32
Aruba Luxury Lodge,2019-12-07,66,259,47,133.88
InfoSight Boutique Hotel,2019-12-07,61,261,14,115.72
Primera Grand,2019-12-07,61,246,12,144.82
dHCI Executive Boutique Hotel,2019-12-07,68,199,32,127.25
ProLiant Haven,2019-12-07,40,115,7,125.49
Apollo Executive Beach Resort,2019-12-07,63,227,11,231.89
Aruba Lodge,2019-12-07,38,184,36,129.95
Alletra Haven,2019-12-07,55,123,13,209.61
dHCI Platinum Beach Resort,2019-12-07,45,107,10,169.14
GreenLake Platinum Heritage Inn,2019-12-07,72,156,13,201.0
Pointnext Signature Residences & Suites,2019-12-07,51,119,6,112.98
ProLiant Place,2019-12-07,56,242,20,123.59
Synergy Golden Grand Hotel,2019-12-07,49,199,29,120.96
Alletra Resort,2019-12-07,59,200,14,208.13
GreenLake Digital Business Suites,2019-12-07,62,267,36,188.08
Apollo Resort & Spa,2019-12-07,60,280,39,207.3
Nimble Inn,2019-12-07,39,152,8,151.25
Ezmeral Grand Hotel,2019-12-07,50,247,42,144.23
Alletra Boutique Hotel,2019-12-07,62,297,40,144.38
Simplivity Golden Plaza Hotel,2019-12-07,70,173,20,159.55
Cray Villas,2019-12-07,52,120,22,121.93
Apollo Diamond Suites,2019-12-07,45,147,28,117.06
Apollo Towers,2019-12-07,43,191,35,152.28
Alletra Diamond Grand Hotel,2019-12-08,66,151,25,137.92
ProLiant Towers,2019-12-08,55,123,21,111.26
Aruba Luxury Lodge,2019-12-08,46,125,20,120.91
InfoSight Boutique Hotel,2019-12-08,60,183,19,191.92
Primera Grand,2019-12-08,44,216,36,162.82
dHCI Executive Boutique Hotel,2019-12-08,48,150,14,182.03
ProLiant Haven,2019-12-08,58,151,9,147.04
Apollo Executive Beach Resort,2019-12-08,48,105,14,186.34
Aruba Lodge,2019-12-08,45,108,11,138.99
Alletra Haven,2019-12-08,48,189,15,173.27
dHCI Platinum Beach Resort,2019-12-08,48,121,23,127.69
GreenLake Platinum Heritage Inn,2019-12-08,50,229,38,143.77
Pointnext Signature Residences & Suites,2019-12-08,68,288,30,145.22
ProLiant Place,2019-12-08,53,127,21,115.71
Synergy Golden Grand Hotel,2019-12-08,67,155,23,206.52
Alletra Resort,2019-12-08,63,261,25,205.55
GreenLake Digital Business Suites,2019-12-08,49,176,31,131.29
Apollo Resort & Spa,2019-12-08,48,205,40,128.41
Nimble Inn,2019-12-08,45,161,25,151.24
Ezmeral Grand Hotel,2019-12-08,44,102,18,145.09
Alletra Boutique Hotel,2019-12-08,72,211,11,237.07
Simplivity Golden Plaza Hotel,2019-12-08,42,127,13,111.32
Cray Villas,2019-12-08,54,117,9,176.32
Apollo Diamond Suites,2019-12-08,74,221,32,199.18
Apollo Towers,2019-12-08,40,83,14,115.29
Alletra Diamond Grand Hotel,2019-12-09,57,198,29,117.04
ProLiant Towers,2019-12-09,51,237,34,147.01
Aruba Luxury Lodge,2019-12-09,36,110,18,145.22
InfoSight Boutique Hotel,2019-12-09,59,141,10,192.04
Primera Grand,2019-12-09,45,156,19,120.67
dHCI Executive Boutique Hotel,2019-12-09,59,166,18,202.73
ProLiant Haven,2019-12-09,37,77,8,146.7
Apollo Executive Beach Resort,2019-12-09,31,102,11,113.99
Aruba Lodge,2019-12-09,46,219,23,146.26
Alletra Haven,2019-12-09,34,165,24,108.76
dHCI Platinum Beach Resort,2019-12-09,41,180,22,139.68
GreenLake Platinum Heritage Inn,2019-12-09,55,256,51,143.68
Pointnext Signature Residences & Suites,2019-12-09,50,229,33,137.98
ProLiant Place,2019-12-09,48,110,7,183.05
Synergy Golden Grand Hotel,2019-12-09,38,78,5,115.4
Alletra Resort,2019-12-09,55,271,43,171.34
GreenLake Digital Business Suites,2019-12-09,31,70,8,116.56
Apollo Resort & Spa,2019-12-09,49,223,38,112.85
Nimble Inn,2019-12-09,50,211,25,144.04
Ezmeral Grand Hotel,2019-12-09,34,108,7,129.45
Alletra Boutique Hotel,2019-12-09,58,254,39,142.41
Simplivity Golden Plaza Hotel,2019-12-09,33,133,22,97.36
Cray Villas,2019-12-09,41,89,15,152.46
Apollo Diamond Suites,2019-12-09,52,225,21,172.09
Apollo Towers,2019-12-09,49,172,22,191.88
Alletra Diamond Grand Hotel,2019-12-10,60,147,19,152.9
ProLiant Towers,2019-12-10,51,243,27,181.21
Aruba Luxury Lodge,2019-12-10,45,169,15,132.27
InfoSight Boutique Hotel,2019-12-10,38,114,19,133.94
Primera Grand,2019-12-10,53,248,38,140.53
dHCI Executive Boutique Hotel,2019-12-10,44,184,33,109.25
ProLiant Haven,2019-12-10,53,136,9,178.22
Apollo Executive Beach Resort,2019-12-10,39,157,28,151.48
Aruba Lodge,2019-12-10,44,184,23,105.68
Alletra Haven,2019-12-10,34,163,14,85.61
dHCI Platinum Beach Resort,2019-12-10,36,136,11,148.1
GreenLake Platinum Heritage Inn,2019-12-10,59,140,15,163.48
Pointnext Signature Residences & Suites,2019-12-10,59,262,41,199.44
ProLiant Place,2019-12-10,38,187,17,158.15
Synergy Golden Grand Hotel,2019-12-10,40,159,10,103.07
Alletra Resort,2019-12-10,42,113,6,102.31
GreenLake Digital Business Suites,2019-12-10,30,91,17,122.44
Apollo Resort & Spa,2019-12-10,55,131,20,122.81
Nimble Inn,2019-12-10,45,194,18,152.28
Ezmeral Grand Hotel,2019-12-10,48,147,24,187.48
Alletra Boutique Hotel,2019-12-10,52,251,29,198.85
Simplivity Golden Plaza Hotel,2019-12-10,43,149,25,108.7
Cray Villas,2019-12-10,49,128,19,120.27
Apollo Diamond Suites,2019-12-10,54,145,21,199.07
Apollo Towers,2019-12-10,36,150,10,117.71
Alletra Diamond Grand Hotel,2019-12-11,60,158,17,199.54
ProLiant Towers,2019-12-11,35,78,15,93.38
Aruba Luxury Lodge,2019-12-11,30,72,3,106.46
InfoSight Boutique Hotel,2019-12-11,35,77,6,128.96
Primera Grand,2019-12-11,38,184,28,117.29
dHCI Executive Boutique Hotel,2019-12-11,58,215,36,220.67
ProLiant Haven,2019-12-11,59,265,21,167.61
Apollo Executive Beach Resort,2019-12-11,41,193,23,100.13
Aruba Lodge,2019-12-11,30,92,4,114.07
Alletra Haven,2019-12-11,36,79,9,88.18
dHCI Platinum Beach Resort,2019-12-11,55,203,21,157.39
GreenLake Platinum Heritage Inn,2019-12-11,36,162,19,147.2
Pointnext Signature Residences & Suites,2019-12-11,58,155,30,179.03
ProLiant Place,2019-12-11,36,168,15,92.17
Synergy Golden Grand Hotel,2019-12-11,39,138,7,165.34
Alletra Resort,2019-12-11,35,141,16,148.87
GreenLake Digital Business Suites,2019-12-11,41,156,27,148.13
Apollo Resort & Spa,2019-12-11,46,112,14,97.71
Nimble Inn,2019-12-11,49,106,7,101.7
Ezmeral Grand Hotel,2019-12-11,50,194,12,115.66
Alletra Boutique Hotel,2019-12-11,54,127,17,185.28
Simplivity Golden Plaza Hotel,2019-12-11,38,115,9,163.69
Cray Villas,2019-12-11,52,154,17,105.93
Apollo Diamond Suites,2019-12-11,37,97,16,146.99
Apollo Towers,2019-12-11,59,256,36,194.15
Alletra Diamond Grand Hotel,2019-12-12,60,183,21,163.46
ProLiant Towers,2019-12-12,49,102,7,100.35
Aruba Luxury Lodge,2019-12-12,59,215,28,202.74
InfoSight Boutique Hotel,2019-12-12,57,114,16,214.04
Primera Grand,2019-12-12,44,132,9,163.99
dHCI Executive Boutique Hotel,2019-12-12,38,89,7,89.83
ProLiant Haven,2019-12-12,44,155,20,137.44
Apollo Executive Beach Resort,2019-12-12,41,145,24,117.61
Aruba Lodge,2019-12-12,51,184,35,101.5
Alletra Haven,2019-12-12,40,149,9,116.82
dHCI Platinum Beach Resort,2019-12-12,39,150,27,102.73
GreenLake Platinum Heritage Inn,2019-12-12,37,117,16,137.11
Pointnext Signature Residences & Suites,2019-12-12,34,113,14,148.97
ProLiant Place,2019-12-12,33,119,8,133.63
Synergy Golden Grand Hotel,2019-12-12,34,72,12,146.48
Alletra Resort,2019-12-12,50,183,30,132.4
GreenLake Digital Business Suites,2019-12-12,31,125,19,137.21
Apollo Resort & Spa,2019-12-12,34,78,14,101.73
Nimble Inn,2019-12-12,36,172,24,100.49
Ezmeral Grand Hotel,2019-12-12,48,226,14,173.27
Alletra Boutique Hotel,2019-12-12,59,285,46,153.56
Simplivity Golden Plaza Hotel,2019-12-12,38,186,21,155.97
Cray Villas,2019-12-12,47,188,28,149.98
Apollo Diamond Suites,2019-12-12,53,238,45,198.23
Apollo Towers,2019-12-12,60,184,17,142.49
Alletra Diamond Grand Hotel,2019-12-13,32,155,9,107.3
ProLiant Towers,2019-12-13,55,264,31,121.64
Aruba Luxury Lodge,2019-12-13,43,123,7,131.49
InfoSight Boutique Hotel,2019-12-13,37,146,17,132.23
Primera Grand,2019-12-13,40,105,12,95.8
dHCI Executive Boutique Hotel,2019-12-13,35,99,8,144.05
ProLiant Haven,2019-12-13,43,181,18,150.62
Apollo Executive Beach Resort,2019-12-13,46,229,43,119.8
Aruba Lodge,2019-12-13,37,183,21,88.08
Alletra Haven,2019-12-13,44,88,4,149.29
dHCI Platinum Beach Resort,2019-12-13,36,114,6,122.65
GreenLake Platinum Heritage Inn,2019-12-13,44,137,23,109.7
Pointnext Signature Residences & Suites,2019-12-13,43,202,37,105.0
ProLiant Place,2019-12-13,31,139,23,139.31
Synergy Golden Grand Hotel,2019-12-13,37,148,28,98.77
Alletra Resort,2019-12-13,60,157,15,169.56
GreenLake Digital Business Suites,2019-12-13,34,105,19,151.34
Apollo Resort & Spa,2019-12-13,32,78,6,83.72
Nimble Inn,2019-12-13,54,163,24,197.15
Ezmeral Grand Hotel,2019-12-13,41,178,11,110.2
Alletra Boutique Hotel,2019-12-13,52,151,15,142.39
Simplivity Golden Plaza Hotel,2019-12-13,30,60,7,123.44
Cray Villas,2019-12-13,30,138,13,109.47
Apollo Diamond Suites,2019-12-13,47,124,18,101.34
Apollo Towers,2019-12-13,60,156,12,219.2
Alletra Diamond Grand Hotel,2019-12-14,40,178,19,142.34
ProLiant Towers,2019-12-14,48,170,19,187.88
Aruba Luxury Lodge,2019-12-14,52,242,33,191.35
InfoSight Boutique Hotel,2019-12-14,69,306,16,187.77
Primera Grand,2019-12-14,42,89,11,170.85
dHCI Executive Boutique Hotel,2019-12-14,42,183,15,129.39
ProLiant Haven,2019-12-14,40,167,10,159.41
Apollo Executive Beach Resort,2019-12-14,54,252,23,145.85
Aruba Lodge,2019-12-14,50,199,28,184.76
Alletra Haven,2019-12-14,50,175,27,143.67
dHCI Platinum Beach Resort,2019-12-14,63,297,54,202.19
GreenLake Platinum Heritage Inn,2019-12-14,64,287,46,146.64
Pointnext Signature Residences & Suites,2019-12-14,54,178,12,120.12
ProLiant Place,2019-12-14,67,279,26,153.72
Synergy Golden Grand Hotel,2019-12-14,58,178,15,115.37
Alletra Resort,2019-12-14,47,164,19,136.32
GreenLake Digital Business Suites,2019-12-14,61,247,18,188.23
Apollo Resort & Spa,2019-12-14,42,173,23,141.16
Nimble Inn,2019-12-14,68,318,54,139.65
Ezmeral Grand Hotel,2019-12-14,54,235,12,179.46
Alletra Boutique Hotel,2019-12-14,41,187,13,148.08
Simplivity Golden Plaza Hotel,2019-12-14,48,232,20,172.93
Cray Villas,2019-12-14,55,262,32,144.97
Apollo Diamond Suites,2019-12-14,71,198,31,186.98
Apollo Towers,2019-12-14,63,199,18,165.63
Alletra Diamond Grand Hotel,2019-12-15,56,208,38,151.01
ProLiant Towers,2019-12-15,65,202,29,178.9
Aruba Luxury Lodge,2019-12-15,70,338,55,175.93
InfoSight Boutique Hotel,2019-12-15,53,220,23,194.3
Primera Grand,2019-12-15,56,119,12,106.94
dHCI Executive Boutique Hotel,2019-12-15,61,277,19,164.17
ProLiant Haven,2019-12-15,50,238,14,136.38
Apollo Executive Beach Resort,2019-12-15,53,205,26,159.1
Aruba Lodge,2019-12-15,61,213,42,168.1
Alletra Haven,2019-12-15,48,116,5,105.39
dHCI Platinum Beach Resort,2019-12-15,65,200,11,230.75
GreenLake Platinum Heritage Inn,2019-12-15,49,219,26,165.58
Pointnext Signature Residences & Suites,2019-12-15,63,207,31,117.37
ProLiant Place,2019-12-15,54,130,14,207.69
Synergy Golden Grand Hotel,2019-12-15,50,105,7,186.67
Alletra Resort,2019-12-15,46,99,6,160.06
GreenLake Digital Business Suites,2019-12-15,56,152,8,114.85
Apollo Resort & Spa,2019-12-15,65,286,36,201.92
Nimble Inn,2019-12-15,52,143,18,137.69
Ezmeral Grand Hotel,2019-12-15,55,171,26,144.1
Alletra Boutique Hotel,2019-12-15,59,136,8,131.76
Simplivity Golden Plaza Hotel,2019-12-15,61,293,29,197.32
Cray Villas,2019-12-15,54,159,30,207.43
Apollo Diamond Suites,2019-12-15,71,184,23,222.19
Apollo Towers,2019-12-15,47,128,13,134.36
Alletra Diamond Grand Hotel,2019-12-16,43,203,23,168.4
ProLiant Towers,2019-12-16,51,253,43,156.35
Aruba Luxury Lodge,2019-12-16,55,204,31,186.9
InfoSight Boutique Hotel,2019-12-16,43,171,10,149.19
Primera Grand,2019-12-16,59,142,27,154.67
dHCI Executive Boutique Hotel,2019-12-16,31,126,17,127.5
ProLiant Haven,2019-12-16,33,142,26,111.52
Apollo Executive Beach Resort,2019-12-16,38,174,33,111.3
Aruba Lodge,2019-12-16,45,146,28,148.27
Alletra Haven,2019-12-16,42,185,28,137.08
dHCI Platinum Beach Resort,2019-12-16,34,112,20,140.88
GreenLake Platinum Heritage Inn,2019-12-16,45,220,26,134.07
Pointnext Signature Residences & Suites,2019-12-16,48,200,28,192.71
ProLiant Place,2019-12-16,32,142,7,123.92
Synergy Golden Grand Hotel,2019-12-16,59,262,32,118.1
Alletra Resort,2019-12-16,54,117,19,170.98
GreenLake Digital Business Suites,2019-12-16,57,237,35,121.5
Apollo Resort & Spa,2019-12-16,30,76,14,107.25
Nimble Inn,2019-12-16,33,156,10,139.79
Ezmeral Grand Hotel,2019-12-16,41,160,21,142.98
Alletra Boutique Hotel,2019-12-16,58,177,29,127.9
Simplivity Golden Plaza Hotel,2019-12-16,39,173,27,121.53
Cray Villas,2019-12-16,35,85,5,108.56
Apollo Diamond Suites,2019-12-16,43,114,19,144.74
Apollo Towers,2019-12-16,51,155,19,130.37
Alletra Diamond Grand Hotel,2019-12-17,53,126,8,128.5
ProLiant Towers,2019-12-17,47,106,9,119.09
Aruba Luxury Lodge,2019-12-17,50,174,16,185.51
InfoSight Boutique Hotel,2019-12-17,54,193,17,176.64
Primera Grand,2019-12-17,58,143,10,140.84
dHCI Executive Boutique Hotel,2019-12-17,39,100,19,92.84
ProLiant Haven,2019-12-17,38,118,19,144.67
Apollo Executive Beach Resort,2019-12-17,36,151,13,99.25
Aruba Lodge,2019-12-17,31,141,20,135.68
Alletra Haven,2019-12-17,49,214,11,124.97
dHCI Platinum Beach Resort,2019-12-17,30,87,14,85.16
GreenLake Platinum Heritage Inn,2019-12-17,59,227,27,120.35
Pointnext Signature Residences & Suites,2019-12-17,47,118,17,163.04
ProLiant Place,2019-12-17,37,178,12,151.37
Synergy Golden Grand Hotel,2019-12-17,45,174,14,134.25
Alletra Resort,2019-12-17,40,110,12,125.01
GreenLake Digital Business Suites,2019-12-17,44,135,25,123.7
Apollo Resort & Spa,2019-12-17,39,143,9,125.52
Nimble Inn,2019-12-17,33,83,9,111.25
Ezmeral Grand Hotel,2019-12-17,40,186,16,107.37
Alletra Boutique Hotel,2019-12-17,54,201,36,169.58
Simplivity Golden Plaza Hotel,2019-12-17,35,118,6,94.72
Cray Villas,2019-12-17,32,97,18,88.29
Apollo Diamond Suites,2019-12-17,58,160,28,181.84
Apollo Towers,2019-12-17,48,103,7,157.4
Alletra Diamond Grand Hotel,2019-12-18,53,191,27,196.84
ProLiant Towers,2019-12-18,46,116,10,137.07
Aruba Luxury Lodge,2019-12-18,36,95,17,126.68
InfoSight Boutique Hotel,2019-12-18,56,134,24,202.83
Primera Grand,2019-12-18,37,123,8,131.44
dHCI Executive Boutique Hotel,2019-12-18,34,168,17,100.48
ProLiant Haven,2019-12-18,52,226,21,171.47
Apollo Executive Beach Resort,2019-12-18,32,155,26,87.39
Aruba Lodge,2019-12-18,53,120,22,122.82
Alletra Haven,2019-12-18,35,73,13,112.41
dHCI Platinum Beach Resort,2019-12-18,50,208,20,108.88
GreenLake Platinum Heritage Inn,2019-12-18,30,124,21,91.38
Pointnext Signature Residences & Suites,2019-12-18,38,175,19,110.05
ProLiant Place,2019-12-18,36,160,25,126.57
Synergy Golden Grand Hotel,2019-12-18,55,179,11,121.21
Alletra Resort,2019-12-18,52,222,41,102.78
GreenLake Digital Business Suites,2019-12-18,31,105,7,138.03
Apollo Resort & Spa,2019-12-18,60,199,31,138.68
Nimble Inn,2019-12-18,35,118,6,128.9
Ezmeral Grand Hotel,2019-12-18,58,269,31,171.26
Alletra Boutique Hotel,2019-12-18,51,175,10,194.43
Simplivity Golden Plaza Hotel,2019-12-18,36,130,13,88.84
Cray Villas,2019-12-18,31,116,21,122.27
Apollo Diamond Suites,2019-12-18,36,140,9,123.04
Apollo Towers,2019-12-18,57,186,36,213.23
Alletra Diamond Grand Hotel,2019-12-19,58,173,19,171.98
ProLiant Towers,2019-12-19,33,113,15,103.4
Aruba Luxury Lodge,2019-12-19,44,174,14,118.13
InfoSight Boutique Hotel,2019-12-19,43,168,13,154.21
Primera Grand,2019-12-19,56,175,25,214.88
dHCI Executive Boutique Hotel,2019-12-19,51,165,29,130.07
ProLiant Haven,2019-12-19,56,241,24,189.84
Apollo Executive Beach Resort,2019-12-19,53,137,9,136.14
Aruba Lodge,2019-12-19,36,105,20,90.89
Alletra Haven,2019-12-19,46,142,23,173.57
dHCI Platinum Beach Resort,2019-12-19,45,143,21,127.31
GreenLake Platinum Heritage Inn,2019-12-19,56,207,38,151.74
Pointnext Signature Residences & Suites,2019-12-19,55,177,9,207.15
ProLiant Place,2019-12-19,59,254,48,192.23
Synergy Golden Grand Hotel,2019-12-19,44,186,13,144.1
Alletra Resort,2019-12-19,42,176,22,145.54
GreenLake Digital Business Suites,2019-12-19,32,64,4,144.13
Apollo Resort & Spa,2019-12-19,34,101,16,107.02
Nimble Inn,2019-12-19,45,213,30,170.53
Ezmeral Grand Hotel,2019-12-19,36,120,8,120.9
Alletra Boutique Hotel,2019-12-19,43,91,5,105.38
Simplivity Golden Plaza Hotel,2019-12-19,43,125,7,146.22
Cray Villas,2019-12-19,45,96,5,166.11
Apollo Diamond Suites,2019-12-19,34,86,11,92.29
Apollo Towers,2019-12-19,49,212,22,173.21
Alletra Diamond Grand Hotel,2019-12-20,39,182,27,136.28
ProLiant Towers,2019-12-20,35,133,14,91.09
