hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
Aruba Lodge,3429,1350,79.5,3084,2019-05-17,68,319,47,248.48
Alletra Haven,3562,1103,93.9,3875,2019-05-17,78,221,20,202.75
dHCI Platinum Beach Resort,3846,1877,93.8,4590,2019-05-17,75,210,31,269.48
GreenLake Platinum Heritage Inn,3568,1336,72.2,3290,2019-05-17,56,151,17,106.22
Pointnext Signature Residences & Suites,1863,1677,66.3,3068,2019-05-17,70,149,20,239.98
ProLiant Place,3786,1656,75.6,4961,2019-05-17,67,325,40,148.02
Synergy Golden Grand Hotel,2114,1767,54.4,3993,2019-05-17,77,325,30,140.62
Alletra Resort,1206,1797,72.0,4562,2019-05-17,61,205,24,131.0
GreenLake Digital Business Suites,3540,1576,83.3,4300,2019-05-17,71,334,53,197.79
Apollo Resort & Spa,1013,1205,87.1,4169,2019-05-17,60,252,25,130.88
Nimble Inn,1522,1066,77.1,4295,2019-05-17,62,193,38,207.15
Ezmeral Grand Hotel,3772,1044,53.4,4179,2019-05-17,54,239,38,157.41
Alletra Boutique Hotel,2570,1843,52.6,3222,2019-05-17,67,215,41,128.58
Simplivity Golden Plaza Hotel,2752,1750,61.1,4218,2019-05-17,58,269,26,149.61
Cray Villas,3671,1955,81.6,4031,2019-05-17,64,214,28,201.08
Apollo Diamond Suites,1832,1064,50.0,3029,2019-05-17,78,166,20,262.12
Apollo Towers,3088,1875,80.8,4380,2019-05-17,70,170,17,208.58
Alletra Diamond Grand Hotel,3884,1447,53.3,4717,2019-05-18,80,364,49,286.36
ProLiant Towers,3707,1923,94.7,3414,2019-05-18,83,371,40,269.69
Aruba Luxury Lodge,2888,1518,62.2,3844,2019-05-18,84,417,54,221.29
InfoSight Boutique Hotel,1537,1587,54.6,4951,2019-05-18,73,201,26,260.57
Primera Grand,2527,1522,73.7,3697,2019-05-18,81,328,55,210.25
dHCI Executive Boutique Hotel,1594,1840,82.8,3492,2019-05-18,70,255,27,211.96
ProLiant Haven,3771,1595,72.6,4697,2019-05-18,70,261,42,216.29
Apollo Executive Beach Resort,3798,1966,62.2,4219,2019-05-18,61,239,28,212.79
Aruba Lodge,2158,1856,61.8,3107,2019-05-18,86,356,65,302.72
Alletra Haven,2076,1378,56.5,4580,2019-05-18,81,282,52,243.58
dHCI Platinum Beach Resort,2002,1082,69.7,3323,2019-05-18,67,285,27,145.04
GreenLake Platinum Heritage Inn,1053,1403,82.4,4026,2019-05-18,76,368,28,128.47
Pointnext Signature Residences & Suites,3792,1203,90.7,4644,2019-05-18,65,170,29,203.46
ProLiant Place,3480,1767,74.9,3441,2019-05-18,61,204,13,226.27
Synergy Golden Grand Hotel,2700,1620,59.5,3203,2019-05-18,82,166,23,188.28
Alletra Resort,1359,1892,92.4,3559,2019-05-18,69,200,28,245.9
GreenLake Digital Business Suites,1174,1291,68.5,4631,2019-05-18,84,317,48,298.14
Apollo Resort & Spa,3765,1512,92.3,4213,2019-05-18,75,229,20,196.04
Nimble Inn,2530,1105,82.4,4991,2019-05-18,86,366,60,208.7
Ezmeral Grand Hotel,2171,1982,60.1,4227,2019-05-18,82,380,73,244.32
Alletra Boutique Hotel,3045,1230,80.2,4346,2019-05-18,61,129,15,221.52
Simplivity Golden Plaza Hotel,3375,1502,92.8,4578,2019-05-18,74,268,16,231.19
Cray Villas,3080,1661,75.3,3851,2019-05-18,87,414,48,267.34
Apollo Diamond Suites,1390,1647,89.9,4552,2019-05-18,71,351,19,164.99
Apollo Towers,3096,1873,76.2,4620,2019-05-18,86,227,25,137.77
Alletra Diamond Grand Hotel,3897,1421,80.0,3585,2019-05-19,68,311,51,245.23
ProLiant Towers,3095,1780,59.1,4669,2019-05-19,70,245,29,217.6
Aruba Luxury Lodge,1100,1141,84.8,3825,2019-05-19,75,297,17,212.85
InfoSight Boutique Hotel,3171,1110,54.1,3769,2019-05-19,85,295,54,184.88
Primera Grand,1472,1139,70.0,4377,2019-05-19,60,172,17,123.16
dHCI Executive Boutique Hotel,2007,1847,59.3,3839,2019-05-19,60,155,19,110.68
ProLiant Haven,2069,1546,84.0,3437,2019-05-19,89,419,69,146.81
Apollo Executive Beach Resort,1494,1548,67.9,3096,2019-05-19,63,190,28,219.54
Aruba Lodge,2112,1979,75.3,3734,2019-05-19,69,305,58,135.02
Alletra Haven,2462,1801,53.5,3363,2019-05-19,62,148,29,187.05
dHCI Platinum Beach Resort,2666,1265,82.8,3639,2019-05-19,62,216,36,165.32
GreenLake Platinum Heritage Inn,1533,1527,50.8,3489,2019-05-19,85,398,41,227.39
Pointnext Signature Residences & Suites,2101,1198,51.1,4971,2019-05-19,75,157,18,230.31
ProLiant Place,2491,1476,77.4,4242,2019-05-19,58,131,23,185.11
Synergy Golden Grand Hotel,2305,1567,73.8,4128,2019-05-19,76,267,23,267.04
Alletra Resort,2538,1215,66.8,3081,2019-05-19,60,124,7,132.41
GreenLake Digital Business Suites,2706,1507,67.8,4556,2019-05-19,68,270,35,193.8
Apollo Resort & Spa,3014,1380,57.9,4532,2019-05-19,71,348,51,203.66
Nimble Inn,1889,1472,64.7,3184,2019-05-19,66,139,11,155.65
Ezmeral Grand Hotel,3263,1413,91.7,3935,2019-05-19,84,170,10,266.4
Alletra Boutique Hotel,1954,1852,56.6,4779,2019-05-19,66,263,36,117.17
Simplivity Golden Plaza Hotel,2668,1038,54.4,3890,2019-05-19,85,251,21,216.67
Cray Villas,3002,1660,65.4,4304,2019-05-19,64,255,31,141.41
Apollo Diamond Suites,3206,1726,54.3,3160,2019-05-19,66,241,34,229.35
Apollo Towers,2183,1520,51.9,4769,2019-05-19,59,236,42,126.16
Alletra Diamond Grand Hotel,2434,1959,74.4,3219,2019-05-20,74,163,20,270.13
ProLiant Towers,3211,1339,73.3,4023,2019-05-20,68,169,24,174.24
Aruba Luxury Lodge,1715,1567,91.4,4935,2019-05-20,70,215,18,156.75
InfoSight Boutique Hotel,3809,1550,80.0,3578,2019-05-20,51,217,12,133.69
Primera Grand,1836,1571,74.6,3130,2019-05-20,62,129,19,227.42
dHCI Executive Boutique Hotel,3154,1240,66.1,4989,2019-05-20,62,207,36,139.87
ProLiant Haven,2908,1017,58.4,4875,2019-05-20,79,188,26,253.89
Apollo Executive Beach Resort,3553,1001,55.5,4334,2019-05-20,78,251,45,227.11
Aruba Lodge,3008,1618,75.7,3930,2019-05-20,57,216,20,195.13
Alletra Haven,3723,1091,93.6,3603,2019-05-20,63,239,26,183.77
dHCI Platinum Beach Resort,2754,1336,59.9,4944,2019-05-20,72,336,24,214.36
GreenLake Platinum Heritage Inn,1348,1973,53.4,4130,2019-05-20,61,172,15,190.32
Pointnext Signature Residences & Suites,1459,1895,80.7,3374,2019-05-20,79,238,41,224.64
ProLiant Place,3062,1972,87.2,4285,2019-05-20,79,231,44,209.81
Synergy Golden Grand Hotel,1469,1093,53.6,4568,2019-05-20,62,264,46,185.11
Alletra Resort,3240,1790,72.5,4367,2019-05-20,67,319,44,205.58
GreenLake Digital Business Suites,2882,1868,82.3,4306,2019-05-20,68,164,16,212.03
Apollo Resort & Spa,2738,1173,62.8,4185,2019-05-20,60,215,30,117.55
Nimble Inn,2461,1673,94.2,3942,2019-05-20,70,196,17,160.45
Ezmeral Grand Hotel,1030,1025,60.3,3488,2019-05-20,66,177,33,158.79
Alletra Boutique Hotel,1157,1580,81.4,4723,2019-05-20,57,210,21,141.92
Simplivity Golden Plaza Hotel,1123,1915,67.2,4444,2019-05-20,76,228,34,168.34
Cray Villas,1918,1647,78.9,4981,2019-05-20,69,225,33,225.03
Apollo Diamond Suites,1813,1414,88.6,4410,2019-05-20,78,340,57,235.38
Apollo Towers,1144,1798,57.1,4981,2019-05-20,56,227,23,166.79
Alletra Diamond Grand Hotel,2734,1273,65.8,3190,2019-05-21,60,156,18,172.41
ProLiant Towers,2383,1863,51.7,3548,2019-05-21,53,221,40,170.69
Aruba Luxury Lodge,3159,1384,69.1,3300,2019-05-21,56,212,30,143.79
InfoSight Boutique Hotel,3882,1593,53.0,3919,2019-05-21,78,307,38,166.32
Primera Grand,2490,1968,77.4,3976,2019-05-21,65,269,51,174.68
dHCI Executive Boutique Hotel,1579,1543,65.3,3371,2019-05-21,60,146,20,140.3
ProLiant Haven,1258,1429,54.2,4356,2019-05-21,80,250,33,192.89
Apollo Executive Beach Resort,1917,1416,74.1,4087,2019-05-21,52,133,25,198.49
Aruba Lodge,1123,1586,71.2,4980,2019-05-21,64,307,40,219.11
Alletra Haven,1037,1211,89.4,3144,2019-05-21,66,244,19,122.73
dHCI Platinum Beach Resort,1413,1571,60.2,3053,2019-05-21,63,244,30,126.62
GreenLake Platinum Heritage Inn,1735,1017,50.8,3011,2019-05-21,63,199,13,135.82
Pointnext Signature Residences & Suites,2109,1767,79.2,3867,2019-05-21,61,261,51,116.01
ProLiant Place,3903,1500,89.6,4164,2019-05-21,52,147,19,129.92
Synergy Golden Grand Hotel,3359,1872,69.9,3435,2019-05-21,75,171,27,188.49
Alletra Resort,3271,1506,72.4,4547,2019-05-21,51,238,32,102.01
GreenLake Digital Business Suites,1708,1041,77.4,3966,2019-05-21,60,295,46,144.1
Apollo Resort & Spa,2669,1532,91.0,3301,2019-05-21,57,153,21,172.05
Nimble Inn,1803,1725,76.4,3885,2019-05-21,58,277,28,135.42
Ezmeral Grand Hotel,1100,1048,50.2,4501,2019-05-21,50,183,17,121.99
Alletra Boutique Hotel,2128,1743,71.7,4898,2019-05-21,75,367,39,206.26
Simplivity Golden Plaza Hotel,1369,1601,91.5,3929,2019-05-21,50,243,15,174.05
Cray Villas,2464,1754,70.0,3680,2019-05-21,58,256,17,136.56
Apollo Diamond Suites,3999,1820,85.7,4252,2019-05-21,63,167,19,133.87
Apollo Towers,2190,1874,58.2,4217,2019-05-21,55,261,23,105.35
Alletra Diamond Grand Hotel,1754,1520,84.4,3817,2019-05-22,71,207,28,206.16
ProLiant Towers,2975,1031,87.2,3111,2019-05-22,62,206,17,217.06
Aruba Luxury Lodge,2950,1119,54.4,4323,2019-05-22,63,260,30,206.13
InfoSight Boutique Hotel,1546,1775,53.5,3864,2019-05-22,62,282,45,114.86
Primera Grand,1420,1301,53.0,4965,2019-05-22,74,208,37,196.74
dHCI Executive Boutique Hotel,2666,1617,89.8,3905,2019-05-22,75,346,35,128.11
ProLiant Haven,1464,1256,92.4,3786,2019-05-22,66,253,44,196.07
Apollo Executive Beach Resort,1411,1719,86.5,4948,2019-05-22,61,148,9,213.11
Aruba Lodge,1583,1265,92.5,3519,2019-05-22,71,222,37,150.41
Alletra Haven,1594,1190,67.7,4632,2019-05-22,60,183,16,195.79
dHCI Platinum Beach Resort,3203,1829,72.1,3812,2019-05-22,78,210,29,201.28
GreenLake Platinum Heritage Inn,1720,1513,78.4,3772,2019-05-22,50,202,27,164.55
Pointnext Signature Residences & Suites,1662,1091,52.2,3382,2019-05-22,52,174,29,142.44
ProLiant Place,1924,1348,81.7,3956,2019-05-22,61,187,9,164.23
Synergy Golden Grand Hotel,2005,1773,60.1,3922,2019-05-22,64,302,19,146.63
Alletra Resort,3121,1056,68.8,4198,2019-05-22,57,160,29,136.62
GreenLake Digital Business Suites,3348,1814,94.2,3966,2019-05-22,55,137,24,175.95
Apollo Resort & Spa,2976,1194,62.0,3240,2019-05-22,69,247,19,124.01
Nimble Inn,1748,1886,93.7,3828,2019-05-22,62,191,31,123.16
Ezmeral Grand Hotel,3203,1165,69.2,4253,2019-05-22,79,195,27,216.35
Alletra Boutique Hotel,3639,1273,71.0,4608,2019-05-22,58,129,24,160.56
Simplivity Golden Plaza Hotel,3574,1874,89.9,4207,2019-05-22,59,143,16,211.78
Cray Villas,2860,1555,69.9,3157,2019-05-22,55,147,14,162.26
Apollo Diamond Suites,3779,1406,77.8,4837,2019-05-22,57,263,37,172.28
Apollo Towers,2723,1223,77.2,3015,2019-05-22,75,326,62,266.23
Alletra Diamond Grand Hotel,1308,1491,76.2,3445,2019-05-23,55,157,18,151.56
ProLiant Towers,1450,1077,66.4,3632,2019-05-23,55,148,25,126.49
Aruba Luxury Lodge,2958,1941,81.8,3190,2019-05-23,72,160,26,160.74
InfoSight Boutique Hotel,3556,1083,82.9,4666,2019-05-23,75,190,13,194.38
Primera Grand,2505,1581,78.4,4454,2019-05-23,74,229,17,202.98
dHCI Executive Boutique Hotel,1296,1337,67.1,4006,2019-05-23,55,150,7,199.09
ProLiant Haven,1404,1616,70.3,3387,2019-05-23,74,208,35,198.14
Apollo Executive Beach Resort,3069,1283,51.9,4524,2019-05-23,78,169,11,135.54
Aruba Lodge,2329,1216,56.3,4463,2019-05-23,54,245,21,169.77
Alletra Haven,2407,1845,93.4,4426,2019-05-23,61,227,20,140.99
dHCI Platinum Beach Resort,2801,1921,73.5,3604,2019-05-23,55,227,35,122.83
GreenLake Platinum Heritage Inn,1322,1025,65.7,4549,2019-05-23,69,294,17,171.08
Pointnext Signature Residences & Suites,1575,1991,52.2,3964,2019-05-23,50,143,18,149.0
ProLiant Place,2242,1082,88.3,3898,2019-05-23,74,235,30,183.78
Synergy Golden Grand Hotel,3203,1747,94.9,3826,2019-05-23,66,224,32,184.59
Alletra Resort,3386,1266,89.3,4527,2019-05-23,75,286,45,237.4
GreenLake Digital Business Suites,2253,1065,88.5,4400,2019-05-23,74,203,38,148.7
Apollo Resort & Spa,3834,1861,50.4,4169,2019-05-23,77,269,45,158.86
Nimble Inn,2588,1648,55.7,3891,2019-05-23,69,343,60,134.94
Ezmeral Grand Hotel,2903,1134,85.8,4956,2019-05-23,78,252,26,186.29
Alletra Boutique Hotel,1079,1172,60.7,3102,2019-05-23,60,207,33,135.87
Simplivity Golden Plaza Hotel,2525,1460,91.1,3043,2019-05-23,74,289,20,252.05
Cray Villas,1153,1430,76.9,4570,2019-05-23,75,320,22,244.06
Apollo Diamond Suites,2227,1343,59.4,4456,2019-05-23,62,169,8,140.16
Apollo Towers,1347,1266,56.8,4344,2019-05-23,64,176,19,205.25
Alletra Diamond Grand Hotel,3926,1468,63.1,4101,2019-05-24,61,283,33,161.73
ProLiant Towers,2377,1619,65.6,4427,2019-05-24,51,139,9,166.28
Aruba Luxury Lodge,2618,1273,61.5,3301,2019-05-24,53,152,8,152.3
InfoSight Boutique Hotel,1210,1582,73.3,3203,2019-05-24,62,288,52,121.69
Primera Grand,2800,1824,91.0,4170,2019-05-24,59,180,22,165.3
dHCI Executive Boutique Hotel,3753,1835,53.1,4994,2019-05-24,79,390,69,139.71
ProLiant Haven,2433,1688,54.0,3154,2019-05-24,60,154,28,129.91
Apollo Executive Beach Resort,2369,1804,65.1,4036,2019-05-24,53,129,20,131.58
Aruba Lodge,2354,1955,74.1,3575,2019-05-24,50,176,25,137.13
Alletra Haven,1393,1709,75.3,3740,2019-05-24,64,205,34,172.92
dHCI Platinum Beach Resort,2168,1754,91.8,4162,2019-05-24,69,205,21,229.57
GreenLake Platinum Heritage Inn,1979,1137,56.7,3489,2019-05-24,68,161,18,184.3
Pointnext Signature Residences & Suites,1179,1312,57.8,3217,2019-05-24,74,262,39,205.1
ProLiant Place,3120,1303,74.6,4062,2019-05-24,73,270,16,264.35
Synergy Golden Grand Hotel,2952,1502,90.7,4576,2019-05-24,79,353,35,241.85
Alletra Resort,3748,1757,70.4,4301,2019-05-24,73,304,27,143.76
GreenLake Digital Business Suites,1011,1032,56.1,4116,2019-05-24,79,204,29,172.57
Apollo Resort & Spa,1318,1627,81.2,3984,2019-05-24,57,121,11,215.71
Nimble Inn,3350,1759,91.7,4506,2019-05-24,56,182,14,195.54
Ezmeral Grand Hotel,3068,1742,72.7,4008,2019-05-24,78,191,25,167.8
Alletra Boutique Hotel,1289,1725,53.4,4428,2019-05-24,79,207,41,154.82
Simplivity Golden Plaza Hotel,1458,1025,81.8,4758,2019-05-24,51,142,17,107.74
Cray Villas,1535,1391,90.4,3119,2019-05-24,64,303,22,200.09
Apollo Diamond Suites,3472,1809,52.4,3538,2019-05-24,53,118,14,198.34
Apollo Towers,3240,1462,72.4,4316,2019-05-24,69,288,30,183.71
Alletra Diamond Grand Hotel,1429,1858,66.7,3368,2019-05-25,89,332,43,299.44
ProLiant Towers,1296,1330,67.8,4779,2019-05-25,83,323,31,158.83
Aruba Luxury Lodge,3726,1596,72.9,3978,2019-05-25,85,302,27,235.95
InfoSight Boutique Hotel,1985,1935,50.6,3194,2019-05-25,86,230,12,219.14
Primera Grand,2777,1381,73.5,4790,2019-05-25,73,211,41,267.73
dHCI Executive Boutique Hotel,1202,1928,78.9,4332,2019-05-25,65,188,33,128.84
ProLiant Haven,3262,1851,84.6,4974,2019-05-25,67,178,29,235.02
Apollo Executive Beach Resort,1235,1172,53.2,4276,2019-05-25,69,325,61,215.24
Aruba Lodge,3908,1025,94.1,3350,2019-05-25,76,246,27,212.12
Alletra Haven,3029,1782,61.3,3396,2019-05-25,65,177,25,238.3
dHCI Platinum Beach Resort,3171,1650,83.1,3835,2019-05-25,77,333,62,135.76
GreenLake Platinum Heritage Inn,1265,1868,88.1,4694,2019-05-25,73,179,21,127.47
Pointnext Signature Residences & Suites,3065,1448,71.7,4245,2019-05-25,90,211,18,298.24
ProLiant Place,1053,1234,69.3,4581,2019-05-25,76,286,31,255.12
Synergy Golden Grand Hotel,2313,1869,82.8,3169,2019-05-25,67,256,19,138.33
Alletra Resort,2729,1952,67.4,4585,2019-05-25,74,231,14,136.15
GreenLake Digital Business Suites,1824,1034,57.0,3362,2019-05-25,80,196,22,273.45
Apollo Resort & Spa,1995,1164,65.8,4928,2019-05-25,94,230,13,232.59
Nimble Inn,1212,1576,71.1,4023,2019-05-25,58,166,29,186.73
Ezmeral Grand Hotel,1320,1771,93.0,4253,2019-05-25,89,355,22,168.41
Alletra Boutique Hotel,1670,1508,56.5,3560,2019-05-25,69,158,31,130.36
Simplivity Golden Plaza Hotel,2596,1233,56.2,3561,2019-05-25,65,130,24,217.64
Cray Villas,2451,1437,74.5,4832,2019-05-25,89,398,49,186.58
Apollo Diamond Suites,3705,1954,58.0,4815,2019-05-25,73,329,19,212.46
Apollo Towers,2785,1416,84.1,4375,2019-05-25,60,203,36,128.89
Alletra Diamond Grand Hotel,2202,1538,55.6,4096,2019-05-26,87,199,28,256.89
ProLiant Towers,2509,1953,64.3,3578,2019-05-26,62,282,42,198.17
Aruba Luxury Lodge,3239,1191,79.3,3349,2019-05-26,87,267,33,188.1
InfoSight Boutique Hotel,1299,1694,60.2,3707,2019-05-26,83,270,51,264.85
Primera Grand,2193,1284,78.4,3870,2019-05-26,86,343,27,215.34
dHCI Executive Boutique Hotel,1526,1470,74.0,3111,2019-05-26,79,166,9,267.27
ProLiant Haven,3433,1692,68.5,3762,2019-05-26,60,299,20,196.73
Apollo Executive Beach Resort,2256,1924,68.2,4843,2019-05-26,69,280,38,218.17
Aruba Lodge,2687,1436,50.4,4135,2019-05-26,74,175,25,263.5
Alletra Haven,3494,1621,53.2,3888,2019-05-26,81,235,36,276.09
dHCI Platinum Beach Resort,3980,1868,89.6,3474,2019-05-26,75,231,25,176.76
GreenLake Platinum Heritage Inn,3084,1153,77.8,4310,2019-05-26,56,253,43,149.63
Pointnext Signature Residences & Suites,2925,1473,60.9,4484,2019-05-26,88,298,58,275.94
ProLiant Place,1948,1967,61.0,3992,2019-05-26,87,291,50,266.68
Synergy Golden Grand Hotel,1803,1790,58.0,3842,2019-05-26,83,329,63,257.75
Alletra Resort,1376,1445,56.9,4887,2019-05-26,84,169,28,294.32
GreenLake Digital Business Suites,3068,1402,92.4,3342,2019-05-26,69,238,47,139.45
Apollo Resort & Spa,2923,1732,65.0,4122,2019-05-26,85,231,32,297.7
Nimble Inn,3359,1458,85.5,3614,2019-05-26,87,362,40,271.13
Ezmeral Grand Hotel,2886,1777,89.7,3604,2019-05-26,80,330,56,189.68
Alletra Boutique Hotel,1093,1576,93.8,4819,2019-05-26,56,193,33,162.12
Simplivity Golden Plaza Hotel,1595,1078,89.8,4367,2019-05-26,63,188,27,205.8
Cray Villas,2453,1629,51.1,4235,2019-05-26,75,269,49,274.04
Apollo Diamond Suites,2999,1843,52.3,4488,2019-05-26,83,214,35,254.39
Apollo Towers,1740,1317,50.3,3018,2019-05-26,63,308,42,149.56
Alletra Diamond Grand Hotel,1699,1662,58.1,3979,2019-05-27,74,249,23,126.65
ProLiant Towers,2890,1594,73.8,3098,2019-05-27,68,263,44,182.53
Aruba Luxury Lodge,1462,1098,78.0,3405,2019-05-27,78,253,30,265.96
InfoSight Boutique Hotel,1193,1914,52.4,3519,2019-05-27,68,183,17,198.36
Primera Grand,3384,1443,70.9,4534,2019-05-27,64,178,32,223.08
dHCI Executive Boutique Hotel,1940,1552,89.3,3456,2019-05-27,76,204,37,164.63
ProLiant Haven,1121,1802,85.3,4247,2019-05-27,58,116,9,133.73
Apollo Executive Beach Resort,2615,1177,78.1,4502,2019-05-27,76,254,27,191.36
Aruba Lodge,2430,1466,57.0,3857,2019-05-27,80,178,30,215.64
Alletra Haven,2835,1651,93.7,3080,2019-05-27,78,283,31,206.27
dHCI Platinum Beach Resort,1995,1480,73.7,4332,2019-05-27,80,335,55,256.08
GreenLake Platinum Heritage Inn,1695,1532,64.7,3755,2019-05-27,74,281,16,270.35
Pointnext Signature Residences & Suites,3333,1292,80.2,3862,2019-05-27,56,201,26,193.32
ProLiant Place,2765,1510,60.2,4504,2019-05-27,77,208,41,213.36
Synergy Golden Grand Hotel,2757,1489,53.8,3074,2019-05-27,60,151,22,111.71
Alletra Resort,1045,1912,88.1,4451,2019-05-27,63,141,20,232.27
GreenLake Digital Business Suites,1329,1463,90.1,4867,2019-05-27,50,114,21,173.1
Apollo Resort & Spa,1397,1283,89.9,3789,2019-05-27,55,218,32,150.71
Nimble Inn,3506,1015,77.1,4005,2019-05-27,78,255,40,184.38
Ezmeral Grand Hotel,3460,1431,76.3,4191,2019-05-27,74,354,34,204.26
Alletra Boutique Hotel,3782,1088,62.8,4302,2019-05-27,67,262,16,137.85
Simplivity Golden Plaza Hotel,3860,1556,94.3,4448,2019-05-27,53,241,12,128.39
Cray Villas,1298,1971,51.3,3012,2019-05-27,74,319,52,163.97
Apollo Diamond Suites,1514,1964,53.6,3322,2019-05-27,55,128,15,118.36
Apollo Towers,3007,1708,82.5,4764,2019-05-27,74,333,43,199.6
Alletra Diamond Grand Hotel,2214,1572,54.5,3833,2019-05-28,65,260,23,125.82
ProLiant Towers,1376,1984,71.5,3685,2019-05-28,75,170,12,245.99
Aruba Luxury Lodge,3370,1627,84.3,4663,2019-05-28,67,323,51,239.06
InfoSight Boutique Hotel,3478,1404,94.0,3672,2019-05-28,69,304,51,130.93
Primera Grand,2363,1053,62.1,4572,2019-05-28,52,129,13,156.3
dHCI Executive Boutique Hotel,1533,1473,77.4,4489,2019-05-28,72,259,31,255.16
ProLiant Haven,3364,1279,80.8,3353,2019-05-28,70,213,21,174.5
Apollo Executive Beach Resort,1962,1589,94.7,3570,2019-05-28,74,243,41,238.83
Aruba Lodge,3313,1078,57.2,3544,2019-05-28,62,163,12,191.05
Alletra Haven,1447,1058,77.2,3224,2019-05-28,74,278,42,268.47
dHCI Platinum Beach Resort,1031,1512,87.1,4023,2019-05-28,73,195,28,256.28
GreenLake Platinum Heritage Inn,1044,1158,51.2,4073,2019-05-28,65,238,28,156.89
Pointnext Signature Residences & Suites,1293,1538,68.4,4822,2019-05-28,61,158,8,166.25
ProLiant Place,3347,1512,88.8,3932,2019-05-28,50,185,9,166.46
Synergy Golden Grand Hotel,1254,1407,68.5,4375,2019-05-28,61,240,26,213.18
Alletra Resort,3024,1466,80.6,4511,2019-05-28,60,275,17,211.16
GreenLake Digital Business Suites,3800,1708,65.6,3012,2019-05-28,69,245,40,200.82
Apollo Resort & Spa,1739,1148,50.2,3964,2019-05-28,65,226,45,209.37
Nimble Inn,2905,1790,69.0,3492,2019-05-28,60,141,24,204.34
Ezmeral Grand Hotel,3290,1877,75.6,4844,2019-05-28,70,206,19,235.1
Alletra Boutique Hotel,3411,1742,72.5,3038,2019-05-28,59,124,8,219.81
Simplivity Golden Plaza Hotel,1041,1011,55.9,3126,2019-05-28,71,347,24,157.68
Cray Villas,3794,1799,79.8,3274,2019-05-28,62,309,28,217.37
Apollo Diamond Suites,2727,1869,92.1,4944,2019-05-28,52,256,26,153.82
Apollo Towers,3284,1658,62.9,4066,2019-05-28,73,211,11,266.26
Alletra Diamond Grand Hotel,1425,1372,84.3,4370,2019-05-29,60,153,9,126.49
ProLiant Towers,2071,1171,61.2,4330,2019-05-29,66,251,44,163.85
Aruba Luxury Lodge,1928,1447,89.2,3552,2019-05-29,53,260,42,136.74
InfoSight Boutique Hotel,2181,1040,67.8,4464,2019-05-29,53,135,11,187.84
Primera Grand,1438,1971,72.7,4440,2019-05-29,57,122,11,193.71
dHCI Executive Boutique Hotel,1321,1771,72.1,4482,2019-05-29,74,268,47,244.11
ProLiant Haven,3325,1483,52.8,4297,2019-05-29,67,321,57,190.17
Apollo Executive Beach Resort,3900,1974,71.4,3076,2019-05-29,79,288,27,270.46
Aruba Lodge,2561,1912,92.8,4027,2019-05-29,74,354,34,253.94
Alletra Haven,2869,1864,74.5,4181,2019-05-29,52,206,18,107.41
dHCI Platinum Beach Resort,2296,1937,88.5,3998,2019-05-29,52,118,22,102.42
GreenLake Platinum Heritage Inn,1939,1186,66.6,4139,2019-05-29,78,267,32,184.34
Pointnext Signature Residences & Suites,2030,1922,77.2,4695,2019-05-29,67,155,11,242.91
ProLiant Place,2244,1981,93.9,3225,2019-05-29,78,341,21,154.27
Synergy Golden Grand Hotel,2003,1559,77.9,4874,2019-05-29,70,332,51,134.54
Alletra Resort,1479,1941,58.4,3947,2019-05-29,75,153,12,231.22
GreenLake Digital Business Suites,3128,1838,78.7,3286,2019-05-29,55,231,40,180.07
Apollo Resort & Spa,2469,1108,53.7,3158,2019-05-29,57,283,14,166.62
Nimble Inn,2712,1421,93.9,4966,2019-05-29,58,216,34,205.65
Ezmeral Grand Hotel,3298,1970,78.0,4074,2019-05-29,65,236,13,142.43
Alletra Boutique Hotel,2095,1869,73.0,3548,2019-05-29,71,224,38,162.56
Simplivity Golden Plaza Hotel,1381,1616,86.3,3623,2019-05-29,54,173,23,202.36
Cray Villas,3564,1962,87.3,4275,2019-05-29,59,165,23,213.97
