hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha
Cray Villas,1909,1393,59.8,3661,2020-08-19
Apollo Diamond Suites,1218,1443,88.2,4386,2020-08-19
Apollo Towers,1231,1654,77.1,3921,2020-08-19
Alletra Diamond Grand Hotel,1964,1438,72.5,3031,2020-08-20
ProLiant Towers,2930,1581,86.3,3137,2020-08-20
Aruba Luxury Lodge,2374,1783,86.6,4954,2020-08-20
InfoSight Boutique Hotel,3528,1951,62.7,4822,2020-08-20
Primera Grand,3967,1732,87.1,3068,2020-08-20
dHCI Executive Boutique Hotel,3853,1283,72.2,4283,2020-08-20
ProLiant Haven,2799,1596,84.0,3879,2020-08-20
Apollo Executive Beach Resort,2209,1054,86.5,3367,2020-08-20
Aruba Lodge,3847,1161,54.0,4435,2020-08-20
Alletra Haven,1980,1560,74.5,4474,2020-08-20
dHCI Platinum Beach Resort,3592,1298,77.1,4302,2020-08-20
GreenLake Platinum Heritage Inn,3033,1377,58.2,4521,2020-08-20
Pointnext Signature Residences & Suites,1382,1937,60.3,3252,2020-08-20
ProLiant Place,3838,1310,82.6,3511,2020-08-20
Synergy Golden Grand Hotel,3441,1739,82.4,4827,2020-08-20
Alletra Resort,2436,1267,56.9,4663,2020-08-20
GreenLake Digital Business Suites,3086,1811,74.6,4384,2020-08-20
Apollo Resort & Spa,1228,1995,93.1,4085,2020-08-20
Nimble Inn,3793,1087,52.0,4972,2020-08-20
Ezmeral Grand Hotel,3363,1286,69.9,3530,2020-08-20
Alletra Boutique Hotel,1018,1410,55.3,3930,2020-08-20
Simplivity Golden Plaza Hotel,1954,1347,94.2,3553,2020-08-20
Cray Villas,1554,1564,51.8,4244,2020-08-20
Apollo Diamond Suites,1790,1071,93.6,4937,2020-08-20
Apollo Towers,3002,1549,81.5,3337,2020-08-20
Alletra Diamond Grand Hotel,1122,1744,65.7,3959,2020-08-21
ProLiant Towers,3056,1778,59.2,4865,2020-08-21
Aruba Luxury Lodge,3558,1992,76.2,4108,2020-08-21
InfoSight Boutique Hotel,3270,1283,72.2,3467,2020-08-21
Primera Grand,2798,1612,70.4,4172,2020-08-21
dHCI Executive Boutique Hotel,1808,1966,69.4,4034,2020-08-21
ProLiant Haven,1737,1955,73.1,4637,2020-08-21
Apollo Executive Beach Resort,3166,1216,60.3,4287,2020-08-21
Aruba Lodge,2375,1436,70.4,3402,2020-08-21
Alletra Haven,3269,1044,88.0,4327,2020-08-21
dHCI Platinum Beach Resort,2236,1210,70.3,4023,2020-08-21
GreenLake Platinum Heritage Inn,1065,1377,62.6,4165,2020-08-21
Pointnext Signature Residences & Suites,2497,1670,91.8,3067,2020-08-21
ProLiant Place,1386,1156,88.0,3349,2020-08-21
Synergy Golden Grand Hotel,2806,1515,61.1,4906,2020-08-21
Alletra Resort,1654,1304,54.0,3434,2020-08-21
GreenLake Digital Business Suites,2287,1016,79.8,4261,2020-08-21
Apollo Resort & Spa,3868,1213,84.2,4700,2020-08-21
Nimble Inn,3686,1078,67.3,4119,2020-08-21
Ezmeral Grand Hotel,2674,1638,84.1,4623,2020-08-21
Alletra Boutique Hotel,1027,1980,93.1,4509,2020-08-21
Simplivity Golden Plaza Hotel,2288,1701,75.0,4769,2020-08-21
Cray Villas,3559,1804,91.3,4956,2020-08-21
Apollo Diamond Suites,1304,1872,59.6,3070,2020-08-21
Apollo Towers,3672,1049,84.1,4324,2020-08-21
Alletra Diamond Grand Hotel,2723,1887,54.3,3619,2020-08-22
ProLiant Towers,2049,1466,55.8,4786,2020-08-22
Aruba Luxury Lodge,1343,1480,65.2,3343,2020-08-22
InfoSight Boutique Hotel,2965,1868,62.7,4823,2020-08-22
Primera Grand,1322,1346,60.4,4489,2020-08-22
dHCI Executive Boutique Hotel,2869,1430,94.2,3620,2020-08-22
ProLiant Haven,2339,1273,84.9,4445,2020-08-22
Apollo Executive Beach Resort,1153,1296,74.1,3531,2020-08-22
Aruba Lodge,2469,1747,65.6,4118,2020-08-22
Alletra Haven,2866,1354,69.8,4268,2020-08-22
dHCI Platinum Beach Resort,1197,1317,93.2,3074,2020-08-22
GreenLake Platinum Heritage Inn,3032,1367,90.6,3799,2020-08-22
Pointnext Signature Residences & Suites,1119,1174,73.4,4578,2020-08-22
ProLiant Place,3035,1699,68.2,4290,2020-08-22
Synergy Golden Grand Hotel,3882,1316,72.1,4272,2020-08-22
Alletra Resort,1685,1113,68.9,4334,2020-08-22
GreenLake Digital Business Suites,2572,1904,76.5,3276,2020-08-22
Apollo Resort & Spa,1072,1619,93.1,3275,2020-08-22
Nimble Inn,2295,1491,58.8,4139,2020-08-22
Ezmeral Grand Hotel,1929,1485,74.5,4862,2020-08-22
Alletra Boutique Hotel,3949,1868,69.1,4682,2020-08-22
Simplivity Golden Plaza Hotel,2785,1336,51.2,3825,2020-08-22
Cray Villas,2829,1537,78.4,3144,2020-08-22
Apollo Diamond Suites,3436,1147,69.4,3743,2020-08-22
Apollo Towers,1537,1760,64.8,3656,2020-08-22
Alletra Diamond Grand Hotel,2127,1637,74.4,4850,2020-08-23
ProLiant Towers,1918,1408,54.5,4781,2020-08-23
Aruba Luxury Lodge,3440,1698,94.1,3064,2020-08-23
InfoSight Boutique Hotel,2775,1385,60.5,3658,2020-08-23
Primera Grand,2173,1560,53.7,4788,2020-08-23
dHCI Executive Boutique Hotel,3192,1242,61.6,3594,2020-08-23
ProLiant Haven,3105,1017,83.6,3676,2020-08-23
Apollo Executive Beach Resort,2892,1484,56.2,3288,2020-08-23
Aruba Lodge,3115,1793,70.1,4730,2020-08-23
Alletra Haven,3502,1875,77.3,4660,2020-08-23
dHCI Platinum Beach Resort,1186,1770,80.0,3363,2020-08-23
GreenLake Platinum Heritage Inn,1307,1108,70.2,3436,2020-08-23
Pointnext Signature Residences & Suites,1831,1985,59.2,4285,2020-08-23
ProLiant Place,2510,1905,93.8,4411,2020-08-23
Synergy Golden Grand Hotel,2525,1544,88.8,4126,2020-08-23
Alletra Resort,1997,1819,83.2,4334,2020-08-23
GreenLake Digital Business Suites,3542,1503,83.7,3827,2020-08-23
Apollo Resort & Spa,2790,1916,76.2,3211,2020-08-23
Nimble Inn,1358,1534,61.2,4198,2020-08-23
Ezmeral Grand Hotel,1857,1184,66.9,3172,2020-08-23
Alletra Boutique Hotel,3935,1242,68.9,3669,2020-08-23
Simplivity Golden Plaza Hotel,1304,1604,77.7,4069,2020-08-23
Cray Villas,1708,1640,54.3,4426,2020-08-23
Apollo Diamond Suites,3313,1979,90.3,3596,2020-08-23
Apollo Towers,1581,1039,95.0,3914,2020-08-23
Alletra Diamond Grand Hotel,3718,1935,68.0,4821,2020-08-24
ProLiant Towers,2373,1203,82.8,4323,2020-08-24
Aruba Luxury Lodge,3399,1584,51.1,3839,2020-08-24
InfoSight Boutique Hotel,3973,1693,76.1,3638,2020-08-24
Primera Grand,2222,1061,72.9,4517,2020-08-24
dHCI Executive Boutique Hotel,1135,1918,94.8,4413,2020-08-24
ProLiant Haven,2133,1527,82.4,4530,2020-08-24
Apollo Executive Beach Resort,1214,1596,78.4,4465,2020-08-24
Aruba Lodge,1020,1682,69.3,4943,2020-08-24
Alletra Haven,1935,1514,91.5,4002,2020-08-24
dHCI Platinum Beach Resort,3292,1013,79.9,3273,2020-08-24
GreenLake Platinum Heritage Inn,3498,1939,70.0,3440,2020-08-24
Pointnext Signature Residences & Suites,1562,1520,65.5,4966,2020-08-24
ProLiant Place,3374,1793,84.5,3276,2020-08-24
Synergy Golden Grand Hotel,2302,1052,82.9,3695,2020-08-24
Alletra Resort,2311,1388,55.2,3914,2020-08-24
GreenLake Digital Business Suites,3261,1228,84.3,4686,2020-08-24
Apollo Resort & Spa,1848,1365,64.1,3936,2020-08-24
Nimble Inn,2954,1828,70.4,4614,2020-08-24
Ezmeral Grand Hotel,1322,1388,92.9,3134,2020-08-24
Alletra Boutique Hotel,1388,1563,56.4,4973,2020-08-24
Simplivity Golden Plaza Hotel,2344,1160,73.0,3978,2020-08-24
Cray Villas,1182,1605,60.1,3083,2020-08-24
Apollo Diamond Suites,3881,1508,65.1,4177,2020-08-24
Apollo Towers,3242,1538,64.0,3168,2020-08-24
Alletra Diamond Grand Hotel,3671,1627,86.4,4085,2020-08-25
ProLiant Towers,3511,1056,81.7,3722,2020-08-25
Aruba Luxury Lodge,2229,1491,59.8,4644,2020-08-25
InfoSight Boutique Hotel,2238,1207,77.7,4977,2020-08-25
Primera Grand,2535,1309,76.7,3743,2020-08-25
dHCI Executive Boutique Hotel,1054,1195,77.2,3591,2020-08-25
ProLiant Haven,3837,1623,61.4,4956,2020-08-25
Apollo Executive Beach Resort,1522,1483,50.6,4805,2020-08-25
Aruba Lodge,2707,1292,66.9,4492,2020-08-25
Alletra Haven,1337,1702,62.8,3961,2020-08-25
dHCI Platinum Beach Resort,2060,1013,73.6,3747,2020-08-25
GreenLake Platinum Heritage Inn,1825,1284,88.5,3403,2020-08-25
Pointnext Signature Residences & Suites,2359,1387,85.3,3498,2020-08-25
ProLiant Place,3882,1874,94.1,3971,2020-08-25
Synergy Golden Grand Hotel,1137,1833,83.7,4902,2020-08-25
Alletra Resort,3463,1657,52.9,3538,2020-08-25
GreenLake Digital Business Suites,1858,1195,61.5,3863,2020-08-25
Apollo Resort & Spa,3978,1307,55.0,3126,2020-08-25
Nimble Inn,3367,1671,76.0,4860,2020-08-25
Ezmeral Grand Hotel,3435,1295,60.9,3536,2020-08-25
Alletra Boutique Hotel,2267,1145,84.9,4250,2020-08-25
Simplivity Golden Plaza Hotel,3614,1522,88.5,3152,2020-08-25
Cray Villas,3912,1831,50.9,4841,2020-08-25
Apollo Diamond Suites,1151,1134,65.9,3803,2020-08-25
Apollo Towers,1357,1350,89.5,4645,2020-08-25
Alletra Diamond Grand Hotel,3475,1068,62.6,4379,2020-08-26
ProLiant Towers,2774,1383,84.6,3295,2020-08-26
Aruba Luxury Lodge,3849,1106,76.2,4285,2020-08-26
InfoSight Boutique Hotel,2556,1859,82.5,3439,2020-08-26
Primera Grand,2650,1562,54.1,4844,2020-08-26
dHCI Executive Boutique Hotel,2879,1284,64.2,3438,2020-08-26
ProLiant Haven,2556,1632,78.0,3016,2020-08-26
Apollo Executive Beach Resort,3481,1049,71.4,3300,2020-08-26
Aruba Lodge,3940,1328,91.3,4343,2020-08-26
Alletra Haven,1346,1101,72.9,4610,2020-08-26
dHCI Platinum Beach Resort,3742,1988,80.4,3461,2020-08-26
GreenLake Platinum Heritage Inn,2211,1461,60.2,4190,2020-08-26
Pointnext Signature Residences & Suites,3193,1752,91.7,4918,2020-08-26
ProLiant Place,3235,1406,88.5,4581,2020-08-26
Synergy Golden Grand Hotel,1513,1651,76.6,4208,2020-08-26
Alletra Resort,1276,1854,61.4,4339,2020-08-26
GreenLake Digital Business Suites,1837,1007,60.6,4997,2020-08-26
Apollo Resort & Spa,3516,1079,60.8,4831,2020-08-26
Nimble Inn,3347,1840,50.1,3946,2020-08-26
Ezmeral Grand Hotel,2807,1530,89.4,3314,2020-08-26
Alletra Boutique Hotel,2209,1607,74.3,4230,2020-08-26
Simplivity Golden Plaza Hotel,1460,1311,57.6,4637,2020-08-26
Cray Villas,2860,1565,60.6,3058,2020-08-26
Apollo Diamond Suites,1975,1212,64.5,4097,2020-08-26
Apollo Towers,2294,1614,73.4,4393,2020-08-26
Alletra Diamond Grand Hotel,2150,1084,63.3,3601,2020-08-27
ProLiant Towers,2614,1846,55.4,3530,2020-08-27
Aruba Luxury Lodge,2240,1413,85.2,3710,2020-08-27
InfoSight Boutique Hotel,3981,1502,61.8,3874,2020-08-27
Primera Grand,3558,1908,75.0,3828,2020-08-27
dHCI Executive Boutique Hotel,3467,1886,87.8,4855,2020-08-27
ProLiant Haven,3224,1031,58.8,3967,2020-08-27
Apollo Executive Beach Resort,2377,1748,70.2,3849,2020-08-27
Aruba Lodge,1888,1554,83.4,3796,2020-08-27
Alletra Haven,1694,1948,60.8,4733,2020-08-27
dHCI Platinum Beach Resort,1823,1304,79.1,3359,2020-08-27
GreenLake Platinum Heritage Inn,3209,1018,92.5,3144,2020-08-27
Pointnext Signature Residences & Suites,2792,1050,73.9,4145,2020-08-27
ProLiant Place,3208,1595,61.8,3821,2020-08-27
Synergy Golden Grand Hotel,3757,1421,62.4,4615,2020-08-27
Alletra Resort,1698,1633,85.7,3747,2020-08-27
GreenLake Digital Business Suites,1770,1951,84.1,3491,2020-08-27
Apollo Resort & Spa,3823,1183,65.5,3172,2020-08-27
Nimble Inn,2969,1368,62.8,3537,2020-08-27
Ezmeral Grand Hotel,1485,1053,87.9,3221,2020-08-27
Alletra Boutique Hotel,2102,1438,54.3,3413,2020-08-27
Simplivity Golden Plaza Hotel,3643,1192,63.2,3707,2020-08-27
Cray Villas,3446,1077,86.7,4101,2020-08-27
Apollo Diamond Suites,2195,1264,72.0,3601,2020-08-27
Apollo Towers,1332,1494,66.7,3577,2020-08-27
Alletra Diamond Grand Hotel,1739,1448,66.8,4809,2020-08-28
ProLiant Towers,3004,1958,66.6,4182,2020-08-28
Aruba Luxury Lodge,3409,1223,90.0,4706,2020-08-28
InfoSight Boutique Hotel,2669,1626,79.5,3592,2020-08-28
Primera Grand,1675,1830,92.6,4613,2020-08-28
dHCI Executive Boutique Hotel,2498,1993,63.5,3527,2020-08-28
ProLiant Haven,3697,1303,51.5,4719,2020-08-28
Apollo Executive Beach Resort,1438,1357,74.8,4727,2020-08-28
Aruba Lodge,3291,1084,78.2,3053,2020-08-28
Alletra Haven,1960,1247,79.6,3028,2020-08-28
dHCI Platinum Beach Resort,1466,1231,58.4,3767,2020-08-28
GreenLake Platinum Heritage Inn,3452,1425,77.4,3442,2020-08-28
Pointnext Signature Residences & Suites,1351,1767,83.6,4651,2020-08-28
ProLiant Place,3449,1841,61.4,4601,2020-08-28
Synergy Golden Grand Hotel,2247,1630,64.5,4833,2020-08-28
Alletra Resort,1599,1288,73.5,4974,2020-08-28
GreenLake Digital Business Suites,2533,1510,50.0,4710,2020-08-28
Apollo Resort & Spa,1660,1545,68.8,3453,2020-08-28
Nimble Inn,2291,1996,58.5,4186,2020-08-28
Ezmeral Grand Hotel,2902,1994,94.8,3566,2020-08-28
Alletra Boutique Hotel,3129,1343,90.9,4167,2020-08-28
Simplivity Golden Plaza Hotel,3134,1371,94.8,3772,2020-08-28
Cray Villas,1127,1210,72.0,3558,2020-08-28
Apollo Diamond Suites,2272,1652,53.2,3207,2020-08-28
Apollo Towers,3311,1747,51.7,4585,2020-08-28
Alletra Diamond Grand Hotel,1670,1372,66.9,4081,2020-08-29
ProLiant Towers,2080,1822,93.7,4107,2020-08-29
Aruba Luxury Lodge,1487,1476,86.5,4112,2020-08-29
InfoSight Boutique Hotel,2483,1971,65.6,3642,2020-08-29
Primera Grand,3537,1766,93.2,3011,2020-08-29
dHCI Executive Boutique Hotel,1386,1605,93.9,4008,2020-08-29
ProLiant Haven,1924,1259,53.5,4137,2020-08-29
Apollo Executive Beach Resort,3437,1680,83.1,3360,2020-08-29
Aruba Lodge,3194,1088,67.8,3986,2020-08-29
Alletra Haven,1655,1166,80.5,3222,2020-08-29
dHCI Platinum Beach Resort,3020,1780,78.5,4076,2020-08-29
GreenLake Platinum Heritage Inn,1840,1589,67.5,3068,2020-08-29
Pointnext Signature Residences & Suites,3316,1950,83.5,4228,2020-08-29
ProLiant Place,2511,1920,59.0,3598,2020-08-29
Synergy Golden Grand Hotel,2064,1470,90.3,3987,2020-08-29
Alletra Resort,1019,1764,80.5,4229,2020-08-29
GreenLake Digital Business Suites,1678,1170,84.4,4981,2020-08-29
Apollo Resort & Spa,2825,1722,69.3,3081,2020-08-29
Nimble Inn,1282,1381,67.7,3382,2020-08-29
Ezmeral Grand Hotel,1936,1772,90.8,3091,2020-08-29
Alletra Boutique Hotel,2900,1832,76.2,4717,2020-08-29
Simplivity Golden Plaza Hotel,1419,1744,58.3,4214,2020-08-29
Cray Villas,2996,1492,63.1,4262,2020-08-29
Apollo Diamond Suites,2579,1634,71.0,4961,2020-08-29
Apollo Towers,2485,1846,76.7,4790,2020-08-29
Alletra Diamond Grand Hotel,1413,1936,52.1,3083,2020-08-30
ProLiant Towers,2801,1467,81.7,4867,2020-08-30
Aruba Luxury Lodge,3926,1086,67.9,4163,2020-08-30
InfoSight Boutique Hotel,3559,1313,69.2,4646,2020-08-30
Primera Grand,3143,1342,79.6,3487,2020-08-30
dHCI Executive Boutique Hotel,1196,1902,72.6,4655,2020-08-30
ProLiant Haven,2943,1990,61.5,4076,2020-08-30
Apollo Executive Beach Resort,2696,1157,77.0,4942,2020-08-30
Aruba Lodge,3102,1977,84.9,4052,2020-08-30
Alletra Haven,1310,1123,87.7,4145,2020-08-30
dHCI Platinum Beach Resort,1314,1683,56.7,3470,2020-08-30
GreenLake Platinum Heritage Inn,1263,1420,88.4,4081,2020-08-30
Pointnext Signature Residences & Suites,3190,1572,62.6,3842,2020-08-30
ProLiant Place,3111,1047,67.4,4008,2020-08-30
Synergy Golden Grand Hotel,3669,1123,52.2,3172,2020-08-30
Alletra Resort,1581,1366,71.4,4323,2020-08-30
GreenLake Digital Business Suites,2030,1860,53.4,4958,2020-08-30
Apollo Resort & Spa,3638,1262,87.1,4740,2020-08-30
Nimble Inn,3635,1061,53.5,4126,2020-08-30
Ezmeral Grand Hotel,2818,1169,55.0,3634,2020-08-30
Alletra Boutique Hotel,3960,1239,58.6,3685,2020-08-30
Simplivity Golden Plaza Hotel,3671,1780,89.0,3262,2020-08-30
Cray Villas,3673,1325,56.5,4974,2020-08-30
Apollo Diamond Suites,3371,1793,78.9,3893,2020-08-30
Apollo Towers,3843,1852,59.6,4962,2020-08-30
Alletra Diamond Grand Hotel,3491,1175,73.0,4263,2020-08-31
ProLiant Towers,3001,1433,88.3,3599,2020-08-31
Aruba Luxury Lodge,2534,1924,54.8,3715,2020-08-31
InfoSight Boutique Hotel,2664,1414,61.0,4224,2020-08-31
Primera Grand,3362,1235,56.3,3212,2020-08-31
dHCI Executive Boutique Hotel,3879,1764,71.4,3864,2020-08-31
ProLiant Haven,1755,1683,71.1,4130,2020-08-31
Apollo Executive Beach Resort,2285,1944,81.1,3013,2020-08-31
Aruba Lodge,3199,1482,78.7,3354,2020-08-31
Alletra Haven,2978,1921,78.9,3520,2020-08-31
dHCI Platinum Beach Resort,2517,1233,94.0,3422,2020-08-31
GreenLake Platinum Heritage Inn,2362,1659,51.5,3233,2020-08-31
Pointnext Signature Residences & Suites,1206,1384,69.5,3216,2020-08-31
ProLiant Place,1508,1415,83.3,4425,2020-08-31
Synergy Golden Grand Hotel,2484,1678,79.5,3780,2020-08-31
Alletra Resort,1049,1934,93.5,3324,2020-08-31
GreenLake Digital Business Suites,2134,1608,93.0,4143,2020-08-31
Apollo Resort & Spa,2301,1051,55.4,3485,2020-08-31
Nimble Inn,2628,1029,67.3,3932,2020-08-31
Ezmeral Grand Hotel,1679,1160,57.4,4233,2020-08-31
Alletra Boutique Hotel,1198,1180,59.0,4719,2020-08-31
Simplivity Golden Plaza Hotel,2693,1224,68.1,4672,2020-08-31
Cray Villas,1581,1922,78.5,3327,2020-08-31
Apollo Diamond Suites,2852,1424,67.0,4817,2020-08-31
Apollo Towers,1015,1763,83.9,4112,2020-08-31
Alletra Diamond Grand Hotel,2903,1925,59.4,3469,2020-09-01
ProLiant Towers,1047,1120,50.7,3701,2020-09-01
Aruba Luxury Lodge,3236,1498,83.9,3003,2020-09-01
InfoSight Boutique Hotel,1100,1318,61.4,4789,2020-09-01
Primera Grand,2087,1876,61.8,3683,2020-09-01
dHCI Executive Boutique Hotel,2061,1148,90.5,3584,2020-09-01
ProLiant Haven,2131,1530,77.1,3925,2020-09-01
Apollo Executive Beach Resort,2298,1857,80.1,3044,2020-09-01
Aruba Lodge,2142,1239,94.0,4167,2020-09-01
Alletra Haven,3177,1152,55.6,3655,2020-09-01
dHCI Platinum Beach Resort,2933,1502,50.1,4154,2020-09-01
GreenLake Platinum Heritage Inn,1287,1984,59.5,4960,2020-09-01
Pointnext Signature Residences & Suites,3756,1839,66.4,4622,2020-09-01
ProLiant Place,3834,1775,78.5,3370,2020-09-01
Synergy Golden Grand Hotel,3049,1403,94.8,3067,2020-09-01
Alletra Resort,2895,1940,56.4,3504,2020-09-01
GreenLake Digital Business Suites,2142,1538,80.4,4402,2020-09-01
Apollo Resort & Spa,2885,1551,85.2,3832,2020-09-01
Nimble Inn,2049,1220,50.8,3234,2020-09-01
Ezmeral Grand Hotel,1018,1801,76.7,4258,2020-09-01
Alletra Boutique Hotel,2279,1612,51.4,3946,2020-09-01
Simplivity Golden Plaza Hotel,1715,1740,52.9,3116,2020-09-01
Cray Villas,2614,1625,60.0,4998,2020-09-01
Apollo Diamond Suites,2182,1495,58.9,4538,2020-09-01
Apollo Towers,1533,1583,85.0,3283,2020-09-01
Alletra Diamond Grand Hotel,2260,1407,57.2,4730,2020-09-02
ProLiant Towers,2788,1180,54.6,4703,2020-09-02
Aruba Luxury Lodge,3942,1837,52.1,3399,2020-09-02
InfoSight Boutique Hotel,3445,1986,64.8,3086,2020-09-02
Primera Grand,2755,1015,77.9,3031,2020-09-02
dHCI Executive Boutique Hotel,3792,1677,71.0,4839,2020-09-02
ProLiant Haven,2855,1091,76.8,3191,2020-09-02
Apollo Executive Beach Resort,1923,1913,87.2,3776,2020-09-02
Aruba Lodge,3108,1501,72.1,4730,2020-09-02
Alletra Haven,3446,1469,68.2,4708,2020-09-02
dHCI Platinum Beach Resort,2397,1065,58.6,3776,2020-09-02
GreenLake Platinum Heritage Inn,3226,1843,62.8,4981,2020-09-02
Pointnext Signature Residences & Suites,2996,1772,65.7,4247,2020-09-02
ProLiant Place,1869,1008,84.9,3066,2020-09-02
Synergy Golden Grand Hotel,1096,1702,69.9,3501,2020-09-02
Alletra Resort,1086,1425,71.0,4302,2020-09-02
GreenLake Digital Business Suites,1729,1077,61.0,3682,2020-09-02
Apollo Resort & Spa,1603,1001,62.8,3557,2020-09-02
Nimble Inn,2449,1294,66.0,4893,2020-09-02
Ezmeral Grand Hotel,1106,1200,56.1,4474,2020-09-02
Alletra Boutique Hotel,1490,1370,64.2,4943,2020-09-02
Simplivity Golden Plaza Hotel,3710,1052,84.0,3195,2020-09-02
Cray Villas,3812,1275,52.9,4734,2020-09-02
Apollo Diamond Suites,2776,1979,70.8,4463,2020-09-02
Apollo Towers,1543,1058,89.8,4949,2020-09-02
Alletra Diamond Grand Hotel,2484,1486,71.3,3310,2020-09-03
ProLiant Towers,1907,1499,87.8,3409,2020-09-03
Aruba Luxury Lodge,1457,1705,86.4,3006,2020-09-03
InfoSight Boutique Hotel,1196,1204,73.0,3420,2020-09-03
Primera Grand,3385,1207,80.4,3240,2020-09-03
dHCI Executive Boutique Hotel,1151,1589,62.8,3876,2020-09-03
ProLiant Haven,1769,1566,55.7,3356,2020-09-03
Apollo Executive Beach Resort,3859,1774,50.5,3739,2020-09-03
Aruba Lodge,3046,1819,69.0,3048,2020-09-03
Alletra Haven,2613,1975,53.7,3319,2020-09-03
dHCI Platinum Beach Resort,2317,1118,72.7,4702,2020-09-03
GreenLake Platinum Heritage Inn,2310,1872,81.8,4483,2020-09-03
Pointnext Signature Residences & Suites,1755,1144,65.9,3858,2020-09-03
ProLiant Place,2413,1782,54.2,4231,2020-09-03
Synergy Golden Grand Hotel,2478,1445,88.6,4712,2020-09-03
Alletra Resort,3656,1806,57.7,3307,2020-09-03
GreenLake Digital Business Suites,3233,1751,82.3,4396,2020-09-03
Apollo Resort & Spa,1532,1643,77.9,3110,2020-09-03
Nimble Inn,3360,1179,88.1,4671,2020-09-03
Ezmeral Grand Hotel,2527,1785,69.1,4857,2020-09-03
Alletra Boutique Hotel,3679,1217,50.1,4921,2020-09-03
Simplivity Golden Plaza Hotel,3283,1982,57.7,3124,2020-09-03
Cray Villas,3074,1351,64.3,4425,2020-09-03
Apollo Diamond Suites,3889,1211,65.2,3290,2020-09-03
Apollo Towers,1283,1029,64.0,3106,2020-09-03
Alletra Diamond Grand Hotel,1223,1195,75.9,3259,2020-09-04
ProLiant Towers,3898,1492,89.8,4339,2020-09-04
Aruba Luxury Lodge,2157,1820,78.4,4979,2020-09-04
InfoSight Boutique Hotel,2851,1771,53.2,4029,2020-09-04
Primera Grand,3774,1141,68.1,4505,2020-09-04
dHCI Executive Boutique Hotel,1599,1642,81.9,4485,2020-09-04
ProLiant Haven,1208,1305,58.3,3242,2020-09-04
Apollo Executive Beach Resort,3521,1499,76.6,4669,2020-09-04
Aruba Lodge,3406,1755,93.0,3508,2020-09-04
Alletra Haven,3821,1616,65.8,3698,2020-09-04
dHCI Platinum Beach Resort,2300,1904,69.7,3169,2020-09-04
GreenLake Platinum Heritage Inn,1809,1927,65.3,4311,2020-09-04
Pointnext Signature Residences & Suites,3419,1155,50.6,4232,2020-09-04
ProLiant Place,2871,1952,55.1,3234,2020-09-04
Synergy Golden Grand Hotel,2823,1700,65.9,4876,2020-09-04
Alletra Resort,2608,1469,68.6,4087,2020-09-04
GreenLake Digital Business Suites,3366,1715,76.9,3629,2020-09-04
Apollo Resort & Spa,3616,1517,87.7,3442,2020-09-04
Nimble Inn,3527,1218,61.5,3663,2020-09-04
Ezmeral Grand Hotel,2396,1697,90.5,4249,2020-09-04
Alletra Boutique Hotel,3060,1316,59.2,3882,2020-09-04
Simplivity Golden Plaza Hotel,3169,1380,76.5,4107,2020-09-04
Cray Villas,2324,1154,57.3,4208,2020-09-04
Apollo Diamond Suites,1659,1997,74.9,4895,2020-09-04
Apollo Towers,1848,1920,80.5,3600,2020-09-04
Alletra Diamond Grand Hotel,3088,1909,55.8,4968,2020-09-05
ProLiant Towers,2984,1324,68.8,3499,2020-09-05
Aruba Luxury Lodge,2911,1583,74.3,4863,2020-09-05
InfoSight Boutique Hotel,1341,1166,67.2,4785,2020-09-05
Primera Grand,1784,1878,92.2,3857,2020-09-05
dHCI Executive Boutique Hotel,3313,1952,80.2,4495,2020-09-05
ProLiant Haven,2482,1355,56.4,3103,2020-09-05
Apollo Executive Beach Resort,3240,1720,65.0,3347,2020-09-05
Aruba Lodge,3923,1085,64.5,3105,2020-09-05
Alletra Haven,2325,1107,59.6,3696,2020-09-05
dHCI Platinum Beach Resort,2381,1173,85.9,3344,2020-09-05
GreenLake Platinum Heritage Inn,3281,1204,89.3,3104,2020-09-05
Pointnext Signature Residences & Suites,2561,1215,60.2,4960,2020-09-05
